"","FTHG","FTAG","HTHG","HTAG","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","L","D","W"
"1269",0,0,0,0,6,9,2,4,9,17,4,6,3,4,0,0,0,1,0
"1270",0,1,0,1,7,11,3,5,4,11,5,5,0,0,0,0,1,0,0
"1271",4,2,2,1,14,10,9,5,12,13,3,4,1,1,0,1,0,0,1
"1272",5,1,1,0,21,5,16,2,8,7,12,4,0,1,0,0,0,0,1
"1273",0,3,0,1,16,21,9,13,7,6,6,5,2,3,0,0,1,0,0
"1274",1,1,1,0,14,15,4,10,7,9,3,5,0,3,0,0,0,1,0
"1275",3,0,1,0,25,13,16,9,10,5,7,6,0,2,0,1,0,0,1
"1276",0,4,0,2,7,16,4,10,8,12,4,5,3,2,0,0,1,0,0
"1277",0,1,0,1,11,7,4,4,14,13,10,6,0,1,0,0,1,0,0
"1278",2,1,0,0,15,18,10,12,10,12,8,3,2,3,0,0,0,0,1
"1279",1,0,0,0,19,17,13,9,12,9,2,10,3,1,0,1,0,0,1
"1280",1,0,0,0,12,7,7,1,7,14,7,4,2,2,0,0,0,0,1
"1281",1,2,0,2,17,17,12,11,10,7,6,10,1,2,0,0,1,0,0
"1282",1,0,0,0,21,6,15,2,12,5,17,5,2,0,0,0,0,0,1
"1283",4,1,2,0,22,11,18,8,7,8,8,2,1,0,0,0,0,0,1
"1284",4,2,1,1,13,11,11,8,9,8,7,2,3,2,0,1,0,0,1
"1285",2,0,0,0,16,12,8,7,8,7,6,5,1,1,0,0,0,0,1
"1286",1,2,1,1,13,7,8,4,9,7,13,2,1,1,0,0,1,0,0
"1287",2,1,2,0,10,15,7,12,8,7,7,12,2,2,0,1,0,0,1
"1288",2,1,0,1,22,3,12,2,11,7,9,0,2,2,0,0,0,0,1
"1289",2,1,1,1,13,7,7,4,11,18,5,1,4,2,0,1,0,0,1
"1290",1,2,0,0,17,13,14,6,7,10,3,7,1,1,0,0,1,0,0
"1291",1,1,0,1,28,7,15,1,9,12,13,0,1,1,0,0,0,1,0
"1292",2,0,2,0,16,14,9,6,6,11,8,4,1,3,0,0,0,0,1
"1293",0,0,0,0,17,3,6,0,11,11,9,1,1,1,0,0,0,1,0
"1294",1,1,0,0,15,10,7,5,8,6,7,5,0,0,0,0,0,1,0
"1295",1,2,1,0,10,8,5,4,8,11,7,5,2,4,0,0,1,0,0
"1296",0,2,0,2,16,19,8,12,5,14,4,10,1,2,0,0,1,0,0
"1297",1,0,0,0,15,12,9,8,13,10,4,6,2,3,0,0,0,0,1
"1298",0,2,0,1,11,19,3,12,5,7,5,10,1,2,0,0,1,0,0
"1299",1,0,0,0,16,8,12,4,6,8,6,0,1,2,0,0,0,0,1
"1300",1,2,0,2,17,8,7,5,10,7,5,9,3,0,0,0,1,0,0
"1301",2,2,1,1,18,18,9,14,5,11,4,6,2,2,0,0,0,1,0
"1302",1,2,0,1,10,8,4,6,10,8,7,15,2,3,1,0,1,0,0
"1303",1,0,0,0,13,4,6,4,8,13,9,2,1,2,0,0,0,0,1
"1304",0,5,0,3,13,14,8,12,7,8,3,10,1,0,0,0,1,0,0
"1305",3,0,2,0,20,2,16,0,7,5,5,2,2,1,0,0,0,0,1
"1306",2,3,1,2,21,14,11,8,9,10,10,1,1,0,0,0,1,0,0
"1307",2,3,0,1,17,17,9,13,10,11,8,11,2,2,0,0,1,0,0
"1308",0,0,0,0,15,18,10,10,16,12,7,14,1,2,0,0,0,1,0
"1309",1,1,1,1,16,20,10,10,14,8,7,4,2,2,0,0,0,1,0
"1310",0,2,0,0,4,12,3,7,9,11,4,4,1,1,0,0,1,0,0
"1311",1,1,0,0,24,9,15,6,10,12,9,3,1,1,0,0,0,1,0
"1312",1,1,0,1,28,5,13,2,5,15,9,2,1,0,0,0,0,1,0
"1313",5,0,2,0,17,9,9,5,12,10,10,2,2,1,0,1,0,0,1
"1314",0,0,0,0,7,10,2,4,13,10,7,7,3,0,0,0,0,1,0
"1315",1,1,1,0,12,9,8,3,6,14,5,6,0,1,0,0,0,1,0
"1316",0,0,0,0,7,18,3,9,8,8,5,9,0,1,0,0,0,1,0
"1317",1,1,1,1,23,6,17,4,3,12,13,3,2,3,0,1,0,1,0
"1318",0,2,0,0,8,19,4,8,7,6,3,10,1,1,0,0,1,0,0
"1319",1,1,1,0,7,12,4,7,9,12,5,11,1,3,0,0,0,1,0
"1320",3,1,1,1,15,5,7,2,7,11,7,0,0,2,0,0,0,0,1
"1321",1,0,0,0,16,6,7,3,11,13,12,4,2,2,0,0,0,0,1
"1322",1,1,1,0,13,8,9,5,11,8,3,6,0,0,0,0,0,1,0
"1323",1,3,1,1,16,12,5,9,7,13,9,2,1,1,0,0,1,0,0
"1324",2,3,0,1,26,10,13,5,8,10,17,3,2,2,0,0,1,0,0
"1325",1,1,0,1,18,11,9,6,9,6,4,3,0,0,0,0,0,1,0
"1326",2,2,0,1,12,10,3,6,14,5,8,5,2,3,0,1,0,1,0
"1327",1,1,0,1,14,12,8,7,8,4,10,5,1,2,0,0,0,1,0
"1328",1,0,0,0,8,25,5,11,7,6,1,10,1,1,0,0,0,0,1
"1329",0,1,0,0,10,13,2,8,10,8,2,7,0,2,0,0,1,0,0
"1330",0,2,0,1,10,8,2,4,11,6,14,0,2,4,0,0,1,0,0
"1331",1,2,0,2,14,8,7,3,8,7,8,3,2,1,0,0,1,0,0
"1332",2,1,0,1,21,17,8,10,6,12,4,3,0,1,0,1,0,0,1
"1333",1,2,1,1,9,13,6,6,12,12,2,5,2,1,1,0,1,0,0
"1334",1,2,0,0,9,15,5,10,9,10,0,5,3,2,0,0,1,0,0
"1335",3,0,2,0,10,18,8,10,13,7,5,6,1,2,1,0,0,0,1
"1336",1,0,0,0,20,8,14,2,3,14,14,7,0,5,0,0,0,0,1
"1337",1,4,0,1,20,10,10,9,9,6,9,6,1,0,0,0,1,0,0
"1338",1,2,0,0,10,12,4,7,7,11,5,10,1,3,0,0,1,0,0
"1339",3,0,1,0,10,6,6,6,16,15,4,4,1,2,0,0,0,0,1
"1340",2,0,1,0,14,11,7,4,5,15,6,4,1,3,0,0,0,0,1
"1341",1,1,0,0,17,7,11,4,12,11,9,3,1,1,0,0,0,1,0
"1342",3,1,1,0,15,17,11,7,14,11,0,9,1,1,1,0,0,0,1
"1343",1,0,1,0,21,9,10,4,9,9,8,2,3,1,0,0,0,0,1
"1344",0,0,0,0,13,3,5,1,6,11,11,1,0,3,0,0,0,1,0
"1345",3,0,1,0,19,11,9,5,7,7,11,3,0,1,0,0,0,0,1
"1346",1,1,0,1,22,5,10,3,6,12,8,1,1,3,0,0,0,1,0
"1347",1,2,0,1,16,7,8,4,6,14,10,5,0,1,0,0,1,0,0
"1348",1,0,1,0,9,15,4,9,5,9,3,2,0,4,0,0,0,0,1
"1349",3,2,1,1,9,14,5,9,9,9,9,2,0,0,0,0,0,0,1
"1350",0,1,0,1,7,12,4,8,16,15,4,5,3,3,0,0,1,0,0
"1351",3,1,2,1,15,11,8,8,10,13,5,5,0,2,0,0,0,0,1
"1352",1,1,1,0,15,14,8,8,15,13,5,8,2,2,0,0,0,1,0
"1353",5,2,0,1,10,15,7,9,8,12,2,6,0,4,0,0,0,0,1
"1354",0,0,0,0,5,19,3,9,5,4,1,11,0,0,0,0,0,1,0
"1355",3,1,2,0,16,9,8,4,10,15,7,1,2,2,0,0,0,0,1
"1356",1,2,0,1,10,15,3,6,10,10,5,1,0,0,0,0,1,0,0
"1357",2,0,1,0,7,11,2,4,9,6,2,4,0,0,0,0,0,0,1
"1358",2,3,2,1,13,11,9,5,11,8,12,3,1,0,1,0,1,0,0
"1359",1,2,0,1,12,9,6,5,15,6,0,5,5,2,0,0,1,0,0
"1360",3,2,0,0,13,12,7,7,7,10,9,4,2,1,0,0,0,0,1
"1361",1,0,0,0,9,17,4,11,12,9,3,9,1,2,0,0,0,0,1
"1362",2,0,1,0,11,8,7,3,9,14,9,2,1,3,0,0,0,0,1
"1363",1,1,1,0,7,20,5,10,10,19,1,11,2,3,0,1,0,1,0
"1364",3,1,2,0,20,10,13,6,7,7,5,0,0,1,0,0,0,0,1
"1365",0,3,0,0,5,23,1,14,6,8,5,4,1,3,0,0,1,0,0
"1366",2,2,1,2,23,3,15,3,3,12,9,3,0,1,0,0,0,1,0
"1367",0,2,0,1,23,9,12,5,9,17,14,2,1,2,0,0,1,0,0
"1368",0,0,0,0,14,16,8,7,8,10,6,6,1,1,0,0,0,1,0
"1369",1,1,0,0,13,15,6,11,6,7,8,7,1,0,0,0,0,1,0
"1370",3,0,2,0,10,12,6,4,6,14,3,6,1,1,0,0,0,0,1
"1371",7,1,3,1,20,3,11,3,9,14,11,1,2,3,0,1,0,0,1
"1372",3,0,2,0,16,11,10,8,8,7,4,6,1,3,0,0,0,0,1
"1373",2,0,0,0,22,10,9,6,6,6,4,7,0,0,0,0,0,0,1
"1374",1,2,1,0,13,14,8,6,7,14,7,3,0,3,1,0,1,0,0
"1375",0,1,0,0,9,4,6,2,12,6,5,5,0,1,1,0,1,0,0
"1376",1,2,0,0,18,15,11,8,11,6,8,7,2,1,0,0,1,0,0
"1377",1,1,0,0,2,8,1,4,12,8,4,3,2,0,0,0,0,1,0
"1378",3,3,1,0,19,14,10,10,14,13,6,6,2,1,0,0,0,1,0
"1379",2,1,1,1,16,13,8,8,6,11,4,4,1,2,0,0,0,0,1
"1380",0,0,0,0,15,9,10,6,6,11,7,4,2,2,0,0,0,1,0
"1381",3,2,3,0,7,25,5,13,11,10,5,6,1,1,0,0,0,0,1
"1382",1,2,0,1,13,10,8,6,19,10,7,7,3,2,0,0,1,0,0
"1383",2,0,1,0,10,8,7,7,13,12,2,4,0,3,0,0,0,0,1
"1384",2,1,2,0,11,12,4,4,12,6,5,4,1,2,0,0,0,0,1
"1385",2,1,0,0,11,9,6,6,10,11,4,3,1,1,0,0,0,0,1
"1386",1,2,0,0,8,10,5,8,7,7,7,3,2,1,0,0,1,0,0
"1387",2,3,1,0,16,18,9,11,6,12,6,8,0,2,0,0,1,0,0
"1388",5,0,4,0,18,7,9,3,7,9,4,3,2,1,0,0,0,0,1
"1389",0,1,0,0,9,17,5,10,15,5,5,8,3,0,0,0,1,0,0
"1390",1,5,1,1,10,26,8,16,6,11,12,8,1,0,0,0,1,0,0
"1391",3,0,0,0,25,8,16,1,7,13,14,7,0,1,0,0,0,0,1
"1392",3,0,1,0,20,2,13,2,6,10,10,3,0,2,0,0,0,0,1
"1393",2,2,2,0,13,7,8,6,8,8,3,3,1,1,0,0,0,1,0
"1394",0,1,0,1,17,7,8,3,17,12,6,5,1,4,1,0,1,0,0
"1395",4,0,2,0,18,10,13,4,6,8,7,0,1,1,0,0,0,0,1
"1396",0,0,0,0,14,10,6,3,8,8,14,7,0,4,0,0,0,1,0
"1397",5,2,2,2,21,8,13,4,15,12,7,5,3,3,0,1,0,0,1
"1398",1,2,0,1,16,11,7,9,9,10,4,4,1,2,0,0,1,0,0
"1399",2,0,2,0,9,11,6,6,13,7,8,4,1,0,0,0,0,0,1
"1400",1,1,0,1,15,17,9,12,9,5,4,8,1,0,0,0,0,1,0
"1401",1,2,1,1,12,10,4,7,11,9,12,0,0,1,0,0,1,0,0
"1402",2,0,1,0,23,8,10,5,13,8,7,4,0,0,0,0,0,0,1
"1403",1,1,1,1,22,8,10,5,16,15,7,7,1,2,0,0,0,1,0
"1404",1,0,0,0,11,7,7,5,10,16,8,2,0,2,0,0,0,0,1
"1405",1,0,0,0,19,13,11,6,9,10,14,5,3,1,0,0,0,0,1
"1406",0,2,0,1,14,12,8,8,15,7,8,4,2,2,0,1,1,0,0
"1407",5,0,2,0,25,8,19,3,7,9,7,7,1,2,0,0,0,0,1
"1408",1,1,0,1,24,7,12,6,14,14,19,4,5,3,0,1,0,1,0
"1409",1,3,0,1,18,6,9,5,8,10,7,3,1,2,0,0,1,0,0
"1410",1,0,0,0,19,5,8,1,9,11,10,4,2,0,0,0,0,0,1
"1411",2,1,1,0,11,17,7,11,13,13,10,6,2,2,0,0,0,0,1
"1412",1,0,0,0,21,8,11,3,12,15,14,1,1,2,0,1,0,0,1
"1413",1,0,1,0,9,21,5,9,13,11,0,8,2,2,0,0,0,0,1
"1414",1,0,0,0,6,9,1,5,13,15,3,2,1,1,0,0,0,0,1
"1415",0,2,0,1,14,12,7,8,10,10,3,4,1,2,0,0,1,0,0
"1416",2,0,1,0,20,6,9,3,5,13,8,5,0,1,0,1,0,0,1
"1417",1,1,1,0,13,18,6,9,12,7,3,5,4,4,0,0,0,1,0
"1418",1,0,0,0,8,18,5,13,9,14,7,9,0,2,0,0,0,0,1
"1419",2,1,1,1,21,5,13,3,11,12,6,3,2,3,0,0,0,0,1
"1420",3,0,1,0,15,5,10,3,6,7,4,4,1,4,0,0,0,0,1
"1421",0,3,0,1,14,10,7,7,8,7,6,2,0,0,0,0,1,0,0
"1422",1,1,0,0,20,8,6,2,8,10,13,5,2,4,0,0,0,1,0
"1423",1,0,1,0,15,12,10,5,8,15,4,5,0,3,0,0,0,0,1
"1424",0,5,0,3,7,22,3,18,6,11,4,7,1,1,1,0,1,0,0
"1425",2,0,0,0,16,2,9,0,13,10,7,8,0,1,0,0,0,0,1
"1426",0,1,0,1,7,12,2,8,11,11,4,6,2,1,0,0,1,0,0
"1427",2,1,0,0,20,6,10,5,8,7,11,4,1,2,0,0,0,0,1
"1428",3,2,0,0,10,18,5,11,8,6,7,17,0,0,0,0,0,0,1
"1429",1,1,0,0,24,8,18,2,10,10,13,1,1,1,0,0,0,1,0
"1430",3,0,2,0,20,3,12,2,6,13,15,5,0,5,0,0,0,0,1
"1431",2,1,2,0,12,10,6,4,8,3,11,4,0,2,0,0,0,0,1
"1432",0,0,0,0,10,19,5,7,9,11,6,5,1,2,0,0,0,1,0
"1433",1,2,0,1,12,6,9,5,14,10,6,0,1,2,0,0,1,0,0
"1434",2,1,2,1,15,10,11,6,13,7,5,5,2,2,1,0,0,0,1
"1435",1,1,0,0,10,16,3,11,15,12,5,7,1,2,0,0,0,1,0
"1436",3,1,1,0,15,10,8,6,11,9,5,2,2,3,0,1,0,0,1
"1437",0,2,0,0,10,15,3,8,10,10,3,3,1,2,0,0,1,0,0
"1438",1,3,0,3,14,10,6,7,10,4,10,4,0,1,0,0,1,0,0
"1439",1,0,1,0,19,5,16,4,17,6,7,1,1,0,0,0,0,0,1
"1440",2,4,0,1,9,12,5,9,13,5,6,4,1,0,0,0,1,0,0
"1441",2,0,1,0,16,9,9,5,8,12,5,2,2,1,0,0,0,0,1
"1442",2,1,2,0,14,16,9,8,11,9,6,7,1,2,0,0,0,0,1
"1443",3,3,1,2,19,8,10,4,11,13,17,5,1,1,0,0,0,1,0
"1444",2,1,1,1,10,13,8,7,13,9,4,6,5,2,0,0,0,0,1
"1445",2,0,0,0,13,6,11,2,14,13,8,1,2,4,0,0,0,0,1
"1446",2,3,0,0,14,19,8,11,11,11,13,4,1,1,0,0,1,0,0
"1447",2,0,1,0,11,9,7,6,10,11,3,6,3,3,0,1,0,0,1
"1448",3,1,1,0,15,11,10,7,11,12,7,7,0,0,0,0,0,0,1
"1449",0,2,0,0,11,14,6,6,8,5,2,10,1,1,0,0,1,0,0
"1450",0,2,0,1,19,5,13,4,10,7,7,0,1,1,0,0,1,0,0
"1451",0,3,0,2,13,11,7,8,11,9,5,3,1,0,0,0,1,0,0
"1452",2,1,0,0,19,13,10,7,14,11,5,3,2,2,0,0,0,0,1
"1453",1,1,0,1,21,5,5,3,4,9,11,3,1,1,0,0,0,1,0
"1454",2,2,1,1,14,9,11,5,7,17,2,4,0,3,0,0,0,1,0
"1455",2,1,1,1,14,9,6,5,7,11,3,8,1,1,0,0,0,0,1
"1456",0,0,0,0,12,15,9,8,12,10,11,4,2,2,0,0,0,1,0
"1457",3,0,1,0,9,16,6,10,5,7,8,4,1,1,0,1,0,0,1
"1458",1,0,0,0,12,7,7,2,13,14,7,6,2,4,0,1,0,0,1
"1459",2,0,1,0,24,9,14,7,13,10,11,5,1,0,0,1,0,0,1
"1460",1,1,1,0,7,7,3,3,9,9,5,4,3,0,0,0,0,1,0
"1461",4,0,0,0,22,3,12,0,7,12,5,2,0,2,0,0,0,0,1
"1462",1,1,0,1,11,12,9,4,5,16,7,11,1,3,0,0,0,1,0
"1463",2,0,0,0,8,9,4,6,7,18,6,5,1,1,0,0,0,0,1
"1464",1,2,1,1,13,12,9,6,12,12,10,3,1,2,0,0,1,0,0
"1465",2,3,1,2,10,16,4,12,16,12,4,4,4,5,0,1,1,0,0
"1466",4,0,1,0,17,4,12,1,7,9,6,2,0,0,0,0,0,0,1
"1467",3,0,1,0,16,9,8,6,9,10,6,9,2,0,0,0,0,0,1
"1468",1,0,0,0,11,8,8,3,8,14,7,3,1,2,0,0,0,0,1
"1469",0,3,0,2,9,10,6,7,9,4,6,4,3,0,1,0,1,0,0
"1470",1,6,0,2,16,22,8,17,10,5,3,5,1,2,0,0,1,0,0
"1471",0,0,0,0,15,12,6,8,4,11,8,4,0,1,0,0,0,1,0
"1472",3,0,2,0,16,7,8,2,8,12,7,3,0,2,0,0,0,0,1
"1473",1,0,1,0,15,16,10,6,13,11,6,8,3,1,0,0,0,0,1
"1474",4,0,2,0,24,10,16,4,9,7,11,4,3,3,0,0,0,0,1
"1475",1,2,1,2,18,12,8,7,15,13,9,3,2,3,0,0,1,0,0
"1476",0,0,0,0,13,13,8,7,11,11,7,7,3,4,0,0,0,1,0
"1477",0,0,0,0,12,10,7,5,11,8,8,5,0,2,0,1,0,1,0
"1478",2,0,1,0,9,12,6,5,8,13,9,7,1,1,0,0,0,0,1
"1479",1,1,1,1,7,20,5,12,19,7,8,10,2,1,0,0,0,1,0
"1480",2,1,0,0,15,9,9,5,11,16,4,0,1,2,0,0,0,0,1
"1481",3,0,2,0,16,7,11,2,8,10,4,5,0,2,0,0,0,0,1
"1482",1,0,1,0,12,17,5,8,13,10,4,13,4,0,1,0,0,0,1
"1483",0,1,0,0,28,9,12,4,10,8,15,3,2,0,0,0,1,0,0
"1484",4,4,1,1,20,17,11,10,8,11,5,2,1,2,0,0,0,1,0
"1485",0,2,0,1,7,17,4,9,6,10,7,4,0,1,0,0,1,0,0
"1486",1,2,0,0,17,12,6,11,9,16,9,6,1,2,0,0,1,0,0
"1487",4,0,3,0,11,6,7,5,13,8,3,5,1,1,0,0,0,0,1
"1488",0,3,0,2,8,15,3,9,9,4,5,7,4,0,0,0,1,0,0
"1489",1,1,1,1,6,17,4,10,8,10,2,6,1,2,0,0,0,1,0
"1490",2,2,1,1,12,16,6,9,8,16,7,5,1,0,0,0,0,1,0
"1491",4,4,4,2,10,15,8,9,8,8,2,6,2,1,0,0,0,1,0
"1492",0,0,0,0,13,8,7,5,14,16,10,3,0,4,0,0,0,1,0
"1493",4,0,4,0,10,11,8,3,14,12,4,1,2,1,0,0,0,0,1
"1494",6,1,4,0,25,11,18,7,9,8,8,5,0,1,0,0,0,0,1
"1495",2,0,1,0,19,0,8,0,5,14,6,1,0,0,0,0,0,0,1
"1496",1,0,1,0,12,4,5,2,11,14,8,8,3,2,0,0,0,0,1
"1497",0,1,0,1,18,7,5,4,11,7,5,4,0,0,0,0,1,0,0
"1498",1,1,0,1,10,11,5,4,6,14,4,6,2,1,0,0,0,1,0
"1499",1,4,0,1,14,13,8,10,6,9,4,7,2,1,0,0,1,0,0
"1500",0,2,0,1,17,12,6,6,9,5,4,4,0,3,0,0,1,0,0
"1501",3,3,1,2,20,12,13,6,8,15,6,1,2,3,0,0,0,1,0
"1502",1,1,1,0,4,21,2,10,10,8,4,19,1,2,0,1,0,1,0
"1503",2,2,1,0,11,17,6,13,14,8,4,4,1,4,0,0,0,1,0
"1504",2,1,2,1,20,12,15,7,9,13,8,2,0,0,0,0,0,0,1
"1505",2,0,2,0,26,13,18,9,12,6,16,3,1,0,0,0,0,0,1
"1506",0,2,0,0,14,19,9,12,12,7,2,6,4,3,0,0,1,0,0
"1507",1,0,0,0,21,8,12,1,11,14,7,3,0,0,0,0,0,0,1
"1508",0,0,0,0,7,18,1,10,7,10,3,7,0,0,0,0,0,1,0
"1509",0,1,0,0,12,19,7,9,14,12,5,6,2,1,0,0,1,0,0
"1510",4,1,3,0,23,9,13,5,15,13,7,4,2,4,0,0,0,0,1
"1511",2,1,2,0,18,8,6,5,13,4,8,2,1,0,0,0,0,0,1
"1512",3,1,2,0,17,11,11,5,15,16,4,3,2,1,0,0,0,0,1
"1513",3,2,1,0,35,3,24,3,4,6,19,0,1,1,0,1,0,0,1
"1514",2,0,2,0,21,9,12,5,6,10,9,6,1,2,0,0,0,0,1
"1515",2,2,1,2,12,20,8,8,10,5,5,9,1,1,0,0,0,1,0
"1516",0,1,0,1,6,17,5,9,14,11,1,9,3,3,0,0,1,0,0
"1517",1,0,0,0,13,14,8,9,5,5,6,5,1,1,0,0,0,0,1
"1518",2,0,1,0,15,10,9,7,8,12,9,3,0,2,0,0,0,0,1
"1519",2,3,2,2,12,12,8,8,12,10,9,5,0,1,0,0,1,0,0
"1520",3,2,2,1,14,10,10,7,15,9,9,2,1,2,0,0,0,0,1
"1521",0,0,0,0,14,3,4,2,12,8,7,0,0,0,0,0,0,1,0
"1522",5,0,2,0,11,4,9,2,12,11,6,3,0,0,0,0,0,0,1
"1523",2,1,0,0,6,12,4,6,12,8,3,5,2,2,0,0,0,0,1
"1524",0,5,0,1,20,12,11,8,11,14,5,3,2,2,0,0,1,0,0
"1525",1,1,0,1,9,6,3,3,9,14,4,3,2,4,0,1,0,1,0
"1526",3,0,1,0,15,14,10,7,10,11,7,3,1,4,0,1,0,0,1
"1527",1,0,1,0,8,10,4,6,17,8,6,4,0,1,0,0,0,0,1
"1528",3,2,1,0,20,9,15,6,4,6,7,3,1,2,0,0,0,0,1
"1529",0,2,0,2,12,5,4,3,16,11,7,1,2,2,0,0,1,0,0
"1530",1,0,0,0,16,12,7,7,12,11,6,8,1,2,0,0,0,0,1
"1531",4,2,1,2,23,7,11,5,11,14,1,5,0,2,0,0,0,0,1
"1532",1,3,0,3,7,19,3,11,10,7,1,9,1,0,1,0,1,0,0
"1533",2,0,2,0,11,11,6,5,8,10,2,3,1,0,0,0,0,0,1
"1534",3,2,3,1,20,14,11,11,12,7,8,8,0,1,0,0,0,0,1
"1535",1,1,1,1,13,6,4,4,15,14,6,2,0,2,0,0,0,1,0
"1536",0,2,0,0,14,12,9,8,11,9,10,3,0,0,0,0,1,0,0
"1537",3,0,2,0,10,7,7,6,13,17,5,4,2,4,0,0,0,0,1
"1538",1,1,0,0,18,10,10,5,8,7,7,5,1,2,0,0,0,1,0
"1539",2,2,1,0,15,11,8,5,10,7,4,4,1,0,0,0,0,1,0
"1540",0,0,0,0,7,16,4,6,9,9,0,11,2,0,0,0,0,1,0
"1541",3,1,1,0,19,9,12,5,12,3,8,3,2,1,0,0,0,0,1
"1542",2,2,1,2,14,4,10,3,11,7,8,0,1,1,1,0,0,1,0
"1543",1,1,0,0,15,10,9,4,7,12,4,2,1,0,1,0,0,1,0
"1544",2,0,0,0,14,12,8,5,11,15,6,3,1,4,0,0,0,0,1
"1545",3,0,3,0,17,14,12,13,12,5,6,6,0,0,0,0,0,0,1
"1546",2,2,1,1,9,16,5,8,13,11,2,1,1,2,0,0,0,1,0
"1547",0,2,0,1,17,11,8,7,12,7,10,2,2,2,0,0,1,0,0
"1548",1,1,0,1,16,13,6,9,6,20,10,6,1,4,0,0,0,1,0
"1549",2,3,1,1,15,18,8,9,9,4,4,7,1,0,0,0,1,0,0
"1550",6,1,4,1,20,9,12,4,4,7,8,3,0,0,0,0,0,0,1
"1551",2,0,1,0,17,10,13,5,11,4,11,5,3,1,0,0,0,0,1
"1552",3,0,2,0,23,10,14,8,6,10,5,4,0,0,0,1,0,0,1
"1553",4,0,0,0,17,8,10,4,10,14,5,5,2,2,0,0,0,0,1
"1554",0,0,0,0,20,9,14,4,10,12,8,5,0,1,0,0,0,1,0
"1555",0,0,0,0,10,13,6,9,16,17,2,4,0,2,0,0,0,1,0
"1556",1,1,1,1,4,15,3,11,12,12,6,5,0,1,0,0,0,1,0
"1557",1,1,1,0,6,20,4,9,18,10,2,7,1,2,0,0,0,1,0
"1558",1,3,0,1,4,22,2,11,4,9,7,4,0,1,0,0,1,0,0
"1559",2,2,1,0,17,11,10,7,16,12,3,3,3,3,0,0,0,1,0
"1560",1,0,0,0,17,13,9,6,12,15,13,3,2,1,0,0,0,0,1
"1561",4,1,0,1,12,8,4,2,5,13,1,4,1,3,0,0,0,0,1
"1562",0,3,0,2,18,30,11,19,23,7,8,3,4,1,1,0,1,0,0
"1563",1,0,0,0,9,8,4,1,14,6,9,1,1,0,0,0,0,0,1
"1564",1,1,0,1,20,4,11,2,12,10,10,1,2,1,0,0,0,1,0
"1565",1,2,0,1,18,12,9,9,7,13,8,7,0,3,0,0,1,0,0
"1566",1,2,0,0,13,8,8,4,14,7,7,3,1,2,1,0,1,0,0
"1567",1,1,1,0,14,10,10,4,11,7,9,4,1,0,0,0,0,1,0
"1568",1,0,1,0,16,8,8,3,11,19,4,5,1,1,0,0,0,0,1
"1569",2,1,0,1,18,9,14,6,7,12,10,9,0,2,0,0,0,0,1
"1570",1,2,1,1,14,10,5,5,14,13,6,5,2,3,0,0,1,0,0
"1571",3,1,3,1,17,8,9,2,2,3,10,3,0,0,0,0,0,0,1
"1572",1,2,1,1,7,21,3,12,7,12,2,4,0,1,0,0,1,0,0
"1573",2,3,0,2,15,10,8,6,5,7,9,5,0,0,0,0,1,0,0
"1574",2,5,0,2,10,10,7,6,5,2,5,5,1,0,0,0,1,0,0
"1575",2,2,0,0,14,8,7,3,6,8,6,3,0,3,0,0,0,1,0
"1576",2,0,2,0,10,8,5,0,10,8,6,8,1,1,0,0,0,0,1
"1577",1,0,0,0,11,8,6,3,20,16,8,1,2,5,0,1,0,0,1
"1578",1,1,0,0,19,14,8,7,9,11,11,4,1,1,0,0,0,1,0
"1579",1,2,0,2,13,17,9,10,9,21,4,13,1,8,1,0,1,0,0
"1580",4,1,3,1,20,7,13,4,7,1,10,2,0,0,0,0,0,0,1
"1581",3,0,1,0,26,8,16,6,10,10,15,4,0,3,0,0,0,0,1
"1582",2,2,0,2,25,8,16,6,8,11,11,3,1,3,0,0,0,1,0
"1583",3,2,2,1,13,13,8,6,16,12,2,5,2,2,0,0,0,0,1
"1584",1,3,1,1,7,20,3,14,12,7,4,16,3,2,0,0,1,0,0
"1585",2,2,2,1,10,16,6,11,14,14,7,6,2,5,0,0,0,1,0
"1586",0,0,0,0,16,5,5,3,9,16,5,5,0,6,0,0,0,1,0
"1587",0,3,0,2,13,12,3,9,15,12,8,6,4,4,0,0,1,0,0
"1588",2,2,1,0,13,14,6,5,13,5,8,8,4,0,0,0,0,1,0
"1589",2,0,0,0,23,8,10,5,7,10,8,0,1,3,0,0,0,0,1
"1590",1,0,0,0,17,9,8,4,7,11,6,4,1,2,0,0,0,0,1
"1591",1,0,1,0,23,8,13,5,13,6,6,5,1,1,0,0,0,0,1
"1592",4,2,2,1,13,8,8,6,9,10,3,3,1,1,0,0,0,0,1
"1593",1,0,1,0,7,13,3,7,9,9,2,10,4,0,0,0,0,0,1
"1594",2,1,0,0,18,10,11,7,13,11,9,2,2,3,0,0,0,0,1
"1595",2,4,0,1,23,11,16,7,7,8,7,4,3,2,0,0,1,0,0
"1596",1,2,0,0,16,21,8,13,11,15,6,9,4,3,0,1,1,0,0
"1597",4,1,0,0,9,11,8,4,10,12,6,3,0,2,0,0,0,0,1
"1598",1,1,1,1,14,10,6,4,12,18,5,4,2,1,0,1,0,1,0
"1599",1,1,0,1,16,10,6,7,14,15,8,4,0,4,0,1,0,1,0
